beta,rho,volvol,v_atm_n,alpha,F,K,log_moneyness,T,Shift,dV_dF,dV_dK,dV_dBeta,dV_dRho,dV_dVolvol,dV_dVatm,volatility,d2V_dF2,d2V_dK2
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.008928571428571428,-0.11332868530700324,1.0,0.0,-0.19305225196220022,0.23841991384637717,-0.0007917715389577085,-8.652947976195424e-05,5.700054837853852e-05,0.9684271348631938,0.013756184780870031,53.68969158148217,-20.625862129364233
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.009642857142857144,-0.03636764417087472,1.0,0.0,-0.20968946579102976,0.22395044447370838,-0.00026089445014088053,-2.950385595557048e-05,1.8461433770600166e-05,0.9898985351657658,0.013921183815185619,64.1674213763821,-18.353374375834616
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.010357142857142856,0.03509131981126998,1.0,0.0,-0.22498588998776103,0.21148777841532135,0.0002578790271601239,3.0094463379648495e-05,-1.7850046094003424e-05,1.0097189619636047,0.014076590835282052,69.111383282916,-10.236559915219527
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.011071428571428572,0.10178269430994238,1.0,0.0,-0.2391406296944898,0.20064356146525097,0.0007647025842411059,9.187039323732549e-05,-5.153833956828002e-05,1.0281224278428052,0.014223693902765887,68.79913305724017,-13.515319052376219
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.011785714285714287,0.16430305129127634,1.0,0.0,-0.25231153277793794,0.19112422999453224,0.0012598755736586975,0.00015550073034775735,-8.230465267655696e-05,1.0452960457772917,0.014363539512686586,71.78285743592026,-12.413802258354652
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.04630217958949959,0.01,0.0125,0.22314355131420976,1.0,0.0,-0.2646259020938624,0.18270354062988048,0.0017437759101263106,0.00022071639481369143,-0.00010992288849986931,1.0613914704975047,0.01449698981670835,75.1308737445555,-10.869083411080284
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.081,-0.2876820724517809,1.0,0.0,0.030470458589409798,-0.02565226550552992,-0.0018281673223874417,-0.002705856243928606,0.005274538644392535,0.9418298137914282,0.01439283335030925,902.4161209863233,0.6173722475851006
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.08871428571428572,-0.19671029424605413,1.0,0.0,0.023461431052162415,-0.02017811838510961,-0.0012948380874455712,-0.0020351651770084134,0.003229943637203525,0.9626626062517977,0.01421513430946103,922.5337971821764,0.8018734425918862
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.09642857142857143,-0.11332868530700312,1.0,0.0,0.01522725216880062,-0.01333305223686313,-0.000768665159300852,-0.0012749330098593692,0.0015522945151502654,0.9808712341856175,0.014085050539287802,940.1228581055194,0.9693663338877345
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.0059675207323222155,-0.005346860321610285,-0.0002526600161728565,-0.0004389197442999926,0.0003706276240772466,0.9950577644843305,0.014012372181485742,953.8186070300524,1.0916261606717277
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.11185714285714286,0.03509131981127019,1.0,0.0,-0.0039424496171527575,0.0033928935739419904,0.0002481105182416954,0.00044758969273972493,-0.00021134595289129532,1.0040655042269284,0.014004503642406116,962.5072455922988,1.162395931923241
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.11957142857142858,0.10178269430994238,1.0,0.0,-0.013999409993516641,0.012381895165680907,0.0007277024000745813,0.0013508363420899894,-0.00014299025505315477,1.0073532925472923,0.014065361384448478,965.645334184815,1.1587207692366446
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,-0.0236768759337476,0.021096765450611333,0.0011810407842677284,0.002235301556699487,0.0005584738036606973,1.0051976091773884,0.014194824381187935,963.5032540901225,1.0922289294535719
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.02433222947353895,0.108,0.135,0.22314355131420976,1.0,0.0,-0.03254062131956333,0.02910479360090717,0.0016053962516998643,0.0030711718480846972,0.0018150094083929647,0.9985983479853164,0.01438902128122419,957.0597617550148,0.9783935588239011
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.049837643956432656,-0.04738733472951734,-0.0017524975359783923,-0.004351315096434716,0.012889570837754105,0.9084032776987945,0.015662329090150376,20.037372437849925,0.29345370894709294
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.16921428571428573,-0.19671029424605413,1.0,0.0,0.04311700845504439,-0.04144755764300353,-0.0012583453203041106,-0.0034673264884266253,0.008177841738857272,0.9383247122005111,0.01500457684129479,20.911724413240346,0.5258670154348426
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.18392857142857144,-0.11332868530700324,1.0,0.0,0.03256735271328475,-0.03159966170202247,-0.0007583464013000141,-0.002300833957386006,0.003923524331816974,0.9689721245118417,0.014461819914261478,21.869223422991613,0.820346921905655
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.017646673277842934,-0.0173328063329281,-0.00025199095414485395,-0.0008283269140041405,0.0008385102837765723,0.9932166979985588,0.014096598794474223,22.68103116899556,1.1064971768935232
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.21335714285714286,0.03509131981126998,1.0,0.0,-0.0005130766530353115,0.000218393568954807,0.00024738708997995573,0.0008591960407033916,-0.0002608935654319078,1.0019957724401767,0.01396821713095345,23.00438074706551,1.2413292071992617
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.2280714285714286,0.10178269430994238,1.0,0.0,-0.018845563585598166,0.018007859644765624,0.000715679793206192,0.0025479289025853724,0.0009846774437494155,0.9914230692609611,0.014104196081169336,22.667295965679312,1.1385497358711145
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.2427857142857143,0.16430305129127634,1.0,0.0,-0.03425455881222735,0.03295714729611869,0.0011365134892221684,0.00403085179817575,0.004141293672571544,0.9670983981393702,0.014483866741285349,21.875150817279874,0.8800620262574541
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.020697387947018916,0.20600000000000002,0.2575,0.22314355131420976,1.0,0.0,-0.04552451142932782,0.043848560805766504,0.0015122724947302935,0.005228355448236299,0.008382841818269093,0.9386787320893121,0.015053888725561475,20.979705493939505,0.6065204161533841
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.05741927846477908,-0.05577775905625598,-0.0016983173513340777,-0.005437222096171812,0.020756759921969348,0.8855904244058671,0.017136414551851442,2.8221166867123553,0.10338129671776214
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.24971428571428575,-0.19671029424605427,1.0,0.0,0.05283039335177956,-0.05172159421210044,-0.0012242979165189016,-0.004521929830580973,0.013778264622982261,0.9155138879145065,0.015962016183286236,3.0943685618808066,0.28948582363489556
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.27142857142857146,-0.11332868530700324,1.0,0.0,0.04279994337970821,-0.042155521042121585,-0.0007462225837251424,-0.0031727280889320975,0.0068743596700476806,0.9543485611149259,0.014929825196150713,3.5407948130619484,0.6192626436264019
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.024182004654598493,-0.023971936987391602,-0.0002512971948587239,-0.0012047436711432047,0.0014198118045843922,0.9907429738960162,0.014194462922443692,4.089033955232726,1.0557595239265072
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.3148571428571429,0.03509131981126998,1.0,0.0,-0.0021973460662949727,0.001996873651951423,0.00024658118429055076,0.00127049140478952,-0.00017204918045798934,0.9990732984214393,0.013947670818101426,4.31565398342555,1.2581839077264514
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.33657142857142863,0.10178269430994238,1.0,0.0,-0.02758422353950607,0.027029612528233896,0.0006992859381826921,0.0036335568772555282,0.0031205350352336847,0.9687225675643142,0.014273833132985525,3.9471078363587146,0.9858860828160361
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,-0.044739890195149463,0.04390478309776869,0.0010869484184244937,0.005411962104157064,0.00933493655118356,0.9236175667288022,0.015060137696868066,3.3991690271997057,0.5789634471417846
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.018776882758758807,0.30400000000000005,0.38000000000000006,0.22314355131420976,1.0,0.0,-0.054216220386048064,0.05315737457302714,0.001433047795013076,0.0066522082148301465,0.01629751555931591,0.8862071592436698,0.016124960909962623,3.002766993291311,0.29843490713445864
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.060389494598651526,-0.059145387834180004,-0.0016680050396455925,-0.006213818418143724,0.028240224242415124,0.8746789314665167,0.018690096893952544,-0.6077607841566721,0.0169842208924351
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.33021428571428574,-0.19671029424605427,1.0,0.0,0.05791317434249023,-0.0570846062574903,-0.0011984314755852932,-0.005310077048209516,0.01941953722828238,0.8986741001657368,0.01701272280756025,-0.5016189452760834,0.1446431820312287
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.35892857142857143,-0.11332868530700324,1.0,0.0,0.049688395176472444,-0.04920830014816711,-0.0007340009381545665,-0.0039002323159315067,0.010135837696934047,0.9395312216712144,0.015466220520099237,-0.23332311993410976,0.44446074063625435
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.3876428571428572,-0.03636764417087483,1.0,0.0,0.029159229666517968,-0.02900144058515395,-0.00025045196298811856,-0.0015665504015521803,0.002103409784889876,0.9875153196410381,0.014305266707605539,0.27775283991052124,0.9901756016772257
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.41635714285714287,0.03509131981126998,1.0,0.0,-0.00522895759392761,0.005077696600331994,0.0002455432072945296,0.0016782582077518038,5.362560569210917e-05,0.9950383706475955,0.01394282238347992,0.5340368612772342,1.2525798124472176
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.4450714285714286,0.10178269430994238,1.0,0.0,-0.03573848785835645,0.03533098939183643,0.0006807380353857084,0.00456905011395059,0.0059538394076019685,0.9426992633930288,0.014555968258512526,0.10848194010186388,0.7917748533533081
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.47378571428571437,0.16430305129127634,1.0,0.0,-0.051667210906631976,0.051065451063015056,0.0010446383931494996,0.006427741814502008,0.015010159545858492,0.8859190372868213,0.015827018142170423,-0.2964414464529065,0.3471411358707497
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.017509253996584685,0.402,0.5025000000000001,0.22314355131420976,1.0,0.0,-0.05830270302957387,0.05754317780286489,0.0013827920718190168,0.007621534181545542,0.024013176905257616,0.8516258167418077,0.01740083658724812,-0.4855173313682271,0.13371810692373978
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.375,-0.2876820724517809,1.0,0.0,0.06135956752417737,-0.0603471392024435,-0.0016555071757906603,-0.0068195535642134875,0.035279145021993585,0.8726375854556377,0.020266455030814833,-0.22416790645962692,-0.020551461766950118
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.4107142857142857,-0.19671029424605427,1.0,0.0,0.06052671750605976,-0.05986290138472522,-0.0011812129156740792,-0.005924336476254011,0.024881703971496583,0.8881817377304995,0.018111258217190156,-0.14863110742169283,0.06199032045927823
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.4464285714285714,-0.11332868530700324,1.0,0.0,0.054410296705664773,-0.05402831733336556,-0.0007229109567907788,-0.004505902609364121,0.013523707778628768,0.9261783755606536,0.016051705121995975,0.087360674250192,0.3089972722136736
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.03334195626883418,-0.03321485915783493,-0.0002494638558225848,-0.0019124633803685454,0.0028773323810377116,0.983700833215901,0.014428169388770047,0.6835990107312284,0.9191518145595547
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.5178571428571428,0.03509131981126998,1.0,0.0,-0.00875748383186159,0.00863739073224449,0.00024426365791141436,0.002079231490106914,0.0004116275046511797,0.9899818452606995,0.013953527441021399,0.9929487787552205,1.230424798908994
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.5535714285714286,0.10178269430994238,1.0,0.0,-0.042370018864951176,0.042052928593236664,0.0006623512693176847,0.005351618505983202,0.009180666867350529,0.916748345019496,0.014928513141491658,0.3827146932700032,0.6044843201549279
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.5892857142857143,0.16430305129127634,1.0,0.0,-0.0557377810087023,0.055273425159265165,0.0010134171071762843,0.007190713632171386,0.02061689383103804,0.8576028761150425,0.01670925001473406,-0.009381384558082573,0.19870076403553916
0.25,-0.15,0.22999999999999998,0.014000000000000002,0.016579516603910778,0.5,0.625,0.22314355131420976,1.0,0.0,-0.059903745651401774,0.05931515148493994,0.0013565963422057514,0.008347379013701195,0.03121277550310886,0.832189282514479,0.018770652366621038,-0.14911682999496634,0.052979842735112484
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.0075,-0.2876820724517809,1.0,0.0,-0.19649097418583672,0.4162181280187305,-0.002102936613040951,-0.0001499254158321417,9.776256540416917e-05,0.878621952562889,0.016093319743351566,109.91207943789048,-52.38864897449957
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.008214285714285714,-0.19671029424605427,1.0,0.0,-0.23602545889955806,0.3820804828774671,-0.0015080261865640932,-0.00011242026407010108,7.066314200443458e-05,0.917632814913821,0.016378041129805402,124.79600686177149,-43.81911500317414
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.008928571428571428,-0.11332868530700324,1.0,0.0,-0.2715701028638273,0.3536160159828272,-0.0009057016005231677,-7.030540385977169e-05,4.251957466672174e-05,0.952876002979448,0.016640495750151002,140.44321261508227,-39.20475055707583
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.009642857142857144,-0.03636764417087472,1.0,0.0,-0.30379627251331254,0.3295285537496806,-0.0003015448654664077,-2.4288165229036096e-05,1.4108936241541414e-05,0.984976110273934,0.01688424646867222,146.5147447810011,-30.28827189055505
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.010357142857142856,0.03509131981126998,1.0,0.0,-0.33322676146196883,0.3088871274180905,0.0003007081771089215,2.505786897422091e-05,-1.395822346594855e-05,1.0144194908098978,0.017112069666532746,164.00075741884731,-32.828146331588684
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.011071428571428572,0.10178269430994238,1.0,0.0,-0.3602754601594871,0.29100650137822254,0.0008985458418986347,7.726332768021038e-05,-4.1198842948286796e-05,1.0415911707486196,0.017326170052845986,176.90710008011476,-23.66242246656863
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.011785714285714287,0.16430305129127634,1.0,0.0,-0.3852741941451354,0.27537117653471177,0.0014902853673337546,0.00013194020528906059,-6.72303532289753e-05,1.0668003953665453,0.01752832709288483,190.33385978417525,-19.782155711502785
0.25,-0.15,0.22999999999999998,0.017,0.05805770579722879,0.01,0.0125,0.22314355131420976,1.0,0.0,-0.4084926161218583,0.2615862884636222,0.002074812984614871,0.0001887624084817574,-9.174598927796929e-05,1.0902987458950117,0.017719997523275608,197.55030944423876,-17.319479184152446
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.081,-0.2876820724517809,1.0,0.0,0.023592963327588746,-0.017712810813422207,-0.002238467869397631,-0.0027862383893129117,0.00482890031433536,0.9480056255937436,0.01722789365893765,84.76140885422275,0.5377880734852654
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.08871428571428572,-0.19671029424605413,1.0,0.0,0.01701419053228375,-0.013018745753334999,-0.001580227969311121,-0.0020717725243701857,0.002958740911995772,0.9663316248086167,0.017108686727075214,86.50416345740315,0.6674196767917074
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.09642857142857143,-0.11332868530700312,1.0,0.0,0.009654212453903124,-0.007361685941912292,-0.0009355702636215657,-0.001285119378968691,0.0014395708063108525,0.9822527852362327,0.01702951387917475,88.02502099043974,0.7902686278576682
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.10414285714285715,-0.03636764417087483,1.0,0.0,0.0016778510808090486,-0.000941162409590346,-0.00030704953510318767,-0.00043930169571493316,0.00035653298716131765,0.995027346057158,0.01699707441208203,89.22106404546422,0.8598655296368071
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.11185714285714286,0.03509131981127019,1.0,0.0,-0.0066736304304262205,0.005983490669199137,0.00030153089400353217,0.00044650086752917595,-0.0002254525524603146,1.0040792296870644,0.017016292367815305,90.0681992408658,0.9139448930388842
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.11957142857142858,0.10178269430994238,1.0,0.0,-0.015108406134963413,0.013112760209760113,0.0008859197750399339,0.0013488441856501776,-0.00027371517552499114,1.0091365169965816,0.017089916813345443,90.51823981342287,0.9218806706450289
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.12728571428571428,0.16430305129127634,1.0,0.0,-0.023326467622198636,0.02014400112063809,0.0014424142852353938,0.0022432419463647157,0.00020600458491837337,1.0103042426349884,0.017218347232212605,90.58159648358458,0.8933985087109698
0.25,-0.15,0.22999999999999998,0.017,0.029552415998340586,0.108,0.135,0.22314355131420976,1.0,0.0,-0.031064899431124633,0.02681253557656615,0.001968712217553792,0.0031076998023571445,0.001171923346560133,1.0080408011582582,0.017399770354333568,90.30496876879404,0.8307635938724592
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.15450000000000003,-0.2876820724517808,1.0,0.0,0.04471562231869972,-0.04172301469618474,-0.002160082755026105,-0.004642326113801776,0.012097799182569924,0.9199002707447596,0.018405682698363263,10.921530565480335,0.3332785312608639
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.16921428571428573,-0.19671029424605413,1.0,0.0,0.03750703395385402,-0.03546905966954236,-0.0015447422577197223,-0.003625139077811923,0.007547051341511013,0.9475023163938706,0.017834340531535816,11.421230343271372,0.5233224976182225
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.18392857142857144,-0.11332868530700324,1.0,0.0,0.027401395085659693,-0.026226455341322102,-0.0009258431660219557,-0.00235333961345896,0.0035938397674462053,0.97373162862095,0.01737660727566464,11.930986252061805,0.7346099514452065
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.19864285714285718,-0.03636764417087472,1.0,0.0,0.014360373782097714,-0.013985385582744992,-0.00030626851055259863,-0.0008321594142934874,0.0007907099766613079,0.9938200532130302,0.01707739568533695,12.346067366565256,0.9211064742450276
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.21335714285714286,0.03509131981126998,1.0,0.0,-0.0007249005703954463,0.00035933729952825625,0.0003007094191709303,0.0008577627184924719,-0.0003140822810165922,1.002697002021406,0.01697551586273268,12.533536540399492,1.0078035308402922
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.2280714285714286,0.10178269430994238,1.0,0.0,-0.01606626374550129,0.015033414021077829,0.0008751513749793993,0.0025664810381076375,0.0005276566059086996,0.998131718004571,0.017089598149035077,12.4317488729666,0.9634651982810924
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.2427857142857143,0.16430305129127634,1.0,0.0,-0.029792702420520782,0.028180377256323483,0.001401901952163831,0.004141065972768088,0.003093816602212085,0.9825591851580071,0.017410286793408794,12.095726934694158,0.8116676927561726
0.25,-0.15,0.22999999999999998,0.017,0.025134346598333766,0.20600000000000002,0.2575,0.22314355131420976,1.0,0.0,-0.04083577787203659,0.03873379385571479,0.0018787830631528113,0.005494474385886461,0.006850383031664631,0.9612938125252664,0.017906017585845684,11.656363942899485,0.6221916290799198
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.22800000000000004,-0.2876820724517809,1.0,0.0,0.05412816252415034,-0.05212140744284213,-0.00209436003956176,-0.0059429504477293005,0.02001153298625269,0.8965033735799769,0.019809615335162702,34.31931604621039,0.1563733881276415
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.24971428571428575,-0.19671029424605427,1.0,0.0,0.048302928485866474,-0.04693793540065587,-0.0015082866483551172,-0.004838701033599291,0.012969599234857743,0.9274367154565213,0.018727128270024117,35.67096476567604,0.33449716926638323
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.27142857142857146,-0.11332868530700324,1.0,0.0,0.03773773777937236,-0.036942708128706585,-0.0009143331404504185,-0.0032960644283375196,0.006320619829608409,0.9625555093588776,0.017805986123216915,37.271664635151005,0.5995780972358441
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.2931428571428572,-0.03636764417087483,1.0,0.0,0.020900902479417085,-0.02063889822122584,-0.000305628772290234,-0.0012147660967409823,0.0013213654198596103,0.9922277066561315,0.017169073522524385,38.69697002575297,0.8950508761516182
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.3148571428571429,0.03509131981126998,1.0,0.0,-0.0009975325801127091,0.0007598898147265442,0.00029998713929613174,0.0012696141429846541,-0.00028875864546695773,1.0008417393458924,0.016947749942431825,39.16120977869465,1.0319970813339712
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.33657142857142863,0.10178269430994238,1.0,0.0,-0.02273422772906965,0.022056893121051142,0.0008605559875807245,0.003711248405813272,0.0022390039648712,0.9818364375201254,0.017201221749904204,38.29088225221503,0.8888288291209749
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.3582857142857143,0.16430305129127634,1.0,0.0,-0.039408983728934116,0.038370925010698685,0.0013524224240502036,0.0057163287645045635,0.007739638374637536,0.9472565107712824,0.017868380509669195,36.6907830487636,0.6096258204948344
0.25,-0.15,0.22999999999999998,0.017,0.022801406915171605,0.30400000000000005,0.38000000000000006,0.22314355131420976,1.0,0.0,-0.05017006882577545,0.04884137230253797,0.0017886320792526167,0.007222000577428167,0.014491840810704204,0.9128847575743654,0.018824766388749383,35.13749825352164,0.368112165864829
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.3015,-0.28768207245178107,1.0,0.0,0.05854425718912578,-0.057039001608336394,-0.0020494583599650618,-0.006890991725155837,0.02776904138926395,0.8814701858542652,0.021323732023817044,1.2750760709538689,0.05942568972926168
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.33021428571428574,-0.19671029424605427,1.0,0.0,0.05457547003282945,-0.05356275604631056,-0.0014768833517253555,-0.005781973625579306,0.018634429544556186,0.9101725633388265,0.019726312116114253,1.449639034533575,0.19866960593994545
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.35892857142857143,-0.11332868530700324,1.0,0.0,0.04496937009473651,-0.04438155768266917,-0.0009019614638505757,-0.004113021295076846,0.00941465219325699,0.950152367528287,0.018301709135135378,1.771113123408562,0.4670284878886284
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.3876428571428572,-0.03636764417087483,1.0,0.0,0.025661410902167663,-0.025470361387279875,-0.00030488193913935646,-0.0015860580730719942,0.0019414453378274743,0.9898847499451351,0.017271755070702683,2.213714286507716,0.8551306664020755
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.41635714285714287,0.03509131981126998,1.0,0.0,-0.002954712112417412,0.0027692201253638445,0.00029910161500334986,0.0016800545815653933,-0.0001496908187681445,0.9980316907876694,0.01693293086251952,2.405559649015188,1.0364714684916196
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.4450714285714286,0.10178269430994238,1.0,0.0,-0.02996198950394298,0.029455177523199604,0.000843042701620389,0.004744876810902632,0.0046714230088340525,0.9616729420553243,0.017414564725067326,2.08554543980118,0.7691372017333165
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.47378571428571437,0.16430305129127634,1.0,0.0,-0.04700094559681359,0.046243451362172595,0.0013044394869821119,0.006950815815282008,0.013219724752377982,0.9123255433389896,0.01852581693602653,1.663554342504082,0.4167239227670148
0.25,-0.15,0.22999999999999998,0.017,0.02126180304589794,0.402,0.5025000000000001,0.22314355131420976,1.0,0.0,-0.05570344929858378,0.054745760453966286,0.0017198377028071477,0.00844416428100181,0.02243231398899037,0.874855584626404,0.019990666938229117,1.3931116353077275,0.19848867371766798
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.375,-0.2876820724517809,1.0,0.0,0.06055107844293861,-0.059334992965250535,-0.0020230801374421237,-0.007626079278483244,0.03516669254063909,0.8741380970782717,0.02288531550576564,-1.9560325581480242,0.009572589634545792
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.4107142857142857,-0.19671029424605427,1.0,0.0,0.05826087754595699,-0.05745204183046312,-0.0014527036483469313,-0.006530249091474261,0.024253487884706715,0.8973636445847359,0.020789277700451345,-1.9108881144092038,0.11050895548364364
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.4464285714285714,-0.11332868530700324,1.0,0.0,0.05024318052576637,-0.04977454647892011,-0.0008898665762591129,-0.004815410625802485,0.012713632917271678,0.9381250382323834,0.018848913935894822,-1.7614520952946577,0.35342324622433813
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.48214285714285715,-0.03636764417087483,1.0,0.0,0.02960595565926205,-0.02945139924221469,-0.00030400800626884106,-0.0019449785879088743,0.002643101459920416,0.9871675525630064,0.017384909585380158,-1.4157702787898074,0.8098052026237812
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.5178571428571428,0.03509131981126998,1.0,0.0,-0.005565072812296901,0.005418058562145884,0.0002980177354894309,0.002086832411735129,0.00010134454733745635,0.9945873340597319,0.016931022641538358,-1.2124884429809413,1.0303057125916817
0.25,-0.15,0.22999999999999998,0.017,0.020132667276589675,0.5,0.5535714285714286,0.10178269430994238,1.0,0.0,-0.036471891659561884,0.03607581370373443,0.0008243382400296984,0.005650907151932838,0.007604033198244098,0.9400721618630141,0.01771570081923529,-1.4859502517339251,0.6359530776888167
